"y1","y2","x1","x2","x3","z1","z2","c1","c2","c3"
0.687171798433572,0.155542489032305,0.98,0.01,0.01,1,0,0,0,1
0.811568012535895,0.0326252482146955,0.01,0.495,0.495,1,0,0,0,1
0.815553910212487,0.0292080108404035,0.495,0.01,0.495,1,0,0,0,1
0.907157629197029,0.00793449993303779,0.495,0.495,0.01,1,0,0,0,1
0.864500451631626,0.0181355055888461,0.33,0.33,0.34,1,0,0,0,1
0.73468403325028,0.0480808625906094,0.01,0.01,0.98,0,0,0,0,1
0.503430080181158,0.0476419512911598,0.01,0.98,0.01,0,0,0,0,1
0.498149767532121,3.31008188591812e-06,0.98,0.01,0.01,0,0,0,0,1
0.812787623121336,0.0327253367515786,0.01,0.495,0.495,0,0,0,0,1
0.812047414104515,0.0295578253626298,0.495,0.01,0.495,0,0,0,0,1
0.57539977765148,0.0282423128170681,0.495,0.495,0.01,0,0,0,0,1
0.980604336039037,0.000249508347772081,0.33,0.33,0.34,0,0,0,0,1
0.664694128912584,0.0232556015010457,0.01,0.01,0.98,1,1,0,0,1
0.672616772456357,0.0180401370978235,0.01,0.98,0.01,1,1,0,0,1
0.643473676129337,0.00637554719493972,0.98,0.01,0.01,1,1,0,0,1
0.81512702010058,0.000173324155730611,0.01,0.495,0.495,1,1,0,0,1
0.775058446102966,0.00519500616316462,0.495,0.01,0.495,1,1,0,0,1
0.807074506776064,0.00755250669055175,0.495,0.495,0.01,1,1,0,0,1
0.910137531471807,0.000135376692732615,0.33,0.33,0.34,1,1,0,0,1
0.657783784537393,0.00665166990866324,0.01,0.01,0.98,0,1,0,0,1
0.569460624847916,0.0212044469621765,0.01,0.98,0.01,0,1,0,0,1
0.498220888339082,6.1730608372567e-06,0.98,0.01,0.01,0,1,0,0,1
0.750608631687821,0.000770128067386059,0.01,0.495,0.495,0,1,0,0,1
0.756813161156323,0.00637556503343522,0.495,0.01,0.495,0,1,0,0,1
0.692702356872479,0.0178940888925675,0.495,0.495,0.01,0,1,0,0,1
0.825571386191578,0.000397873717362374,0.33,0.33,0.34,0,1,0,0,1
0.763659138532298,0.0436573551089553,0.01,0.01,0.98,1,0,0,0,1
0.750836937293708,0.0845690187823957,0.01,0.98,0.01,1,0,0,0,1
0.677489072624503,0.170106033958113,0.98,0.01,0.01,1,0,0,0,1
0.818496561505887,0.0319341278611239,0.01,0.495,0.495,1,0,0,0,1
0.845529039573625,0.0197362578877868,0.495,0.01,0.495,1,0,0,0,1
0.896230052638108,0.00932032485052969,0.495,0.495,0.01,1,0,0,0,1
0.875187086172384,0.0153716573050156,0.33,0.33,0.34,1,0,0,0,1
0.721920630355905,0.0539106121770533,0.01,0.01,0.98,0,0,0,0,1
0.545226099441425,0.0136441279525043,0.01,0.98,0.01,0,0,0,0,1
0.498159165116546,1.90308151756468e-05,0.98,0.01,0.01,0,0,0,0,1
0.800921784545446,0.0344482139279139,0.01,0.495,0.495,0,0,0,0,1
0.788198560480394,0.0377834564594206,0.495,0.01,0.495,0,0,0,0,1
0.563753232020807,0.0201918496897922,0.495,0.495,0.01,0,0,0,0,1
0.838946462739634,0.0223929282411667,0.33,0.33,0.34,0,0,0,0,1
